Image ID,Name,Person URI
21995951,Richard Gilbert,http://shakespeare.acropolis.org.uk/people/Richard+Gilbert
21995951,Norman Claridge,http://www.wikidata.org/entity/Q3343750
21995951,Clement McCallin,http://dbpedia.org/resource/Clement_McCallin
21995951,Varvara Pitoeff,http://shakespeare.acropolis.org.uk/people/Varvara+Pitoeff
21995951,Viola Johnstone,http://shakespeare.acropolis.org.uk/people/Viola+Johnstone
21995952,Oliver Burt,http://shakespeare.acropolis.org.uk/people/Oliver+Burt
21995952,Norman Claridge,http://www.wikidata.org/entity/Q3343750
21995952,Richard Gilbert,http://shakespeare.acropolis.org.uk/people/Richard+Gilbert
21995952,Richard Bebb,http://dbpedia.org/resource/Richard_Bebb
21995953,Cyril Conway,http://shakespeare.acropolis.org.uk/people/Cyril+Conway
21995953,John Stevens,http://shakespeare.acropolis.org.uk/people/John+Stevens
21995953,Clement McCallin,http://dbpedia.org/resource/Clement_McCallin
21995953,Oliver Burt,http://shakespeare.acropolis.org.uk/people/Oliver+Burt
14532862,Yvonne Arnaud,http://dbpedia.org/resource/Yvonne_Arnaud
14532862,Henry Oscar,http://dbpedia.org/resource/Henry_Oscar
14532847,Yvonne Arnaud,http://dbpedia.org/resource/Yvonne_Arnaud
14532847,Mary Marvin,http://shakespeare.acropolis.org.uk/people/Mary+Marvin
7345700,Leslie Banks,http://dbpedia.org/resource/Leslie_Banks
1548618,Brian Deacon,http://dbpedia.org/resource/Brian_Deacon
1548618,Nick Reding,http://dbpedia.org/resource/Nick_Reding_(actor)
1548619,Anne Carroll,http://shakespeare.acropolis.org.uk/people/Anne+Carroll
1548619,David Burke,http://dbpedia.org/resource/David_Burke_(British_actor)
1045717,Peter Benson,http://dbpedia.org/resource/Peter_Benson_(actor)
1045710,Peter Benson,http://dbpedia.org/resource/Peter_Benson_(actor)
1045708,Frank Middlemass,http://dbpedia.org/resource/Frank_Middlemass
1045718,Julia Foster,http://dbpedia.org/resource/Julia_Foster
1045709,Paul Chapman,http://dbpedia.org/resource/Paul_Chapman_(actor)
1045709,Julia Foster,http://dbpedia.org/resource/Julia_Foster
1045712,Julia Foster,http://dbpedia.org/resource/Julia_Foster
1045712,Paul Chapman,http://dbpedia.org/resource/Paul_Chapman_(actor)
1045716,Trevor Peacock,http://dbpedia.org/resource/Trevor_Peacock
1045714,David Burke,http://dbpedia.org/resource/David_Burke_(British_actor)
1045722,Bernard Hill,http://dbpedia.org/resource/Bernard_Hill
1045722,Julia Foster,http://dbpedia.org/resource/Julia_Foster
1045722,Paul Chapman,http://dbpedia.org/resource/Paul_Chapman_(actor)
1045722,Frank Middlemass,http://dbpedia.org/resource/Frank_Middlemass
1045706,David Dakar,http://shakespeare.acropolis.org.uk/people/David+Dakar
1045715,Peter Benson,http://dbpedia.org/resource/Peter_Benson_(actor)
1045715,Paul Chapman,http://dbpedia.org/resource/Paul_Chapman_(actor)
1045715,Julia Foster,http://dbpedia.org/resource/Julia_Foster
1045715,Brian Deacon,http://dbpedia.org/resource/Brian_Deacon
1045715,Frank Middlemass,http://dbpedia.org/resource/Frank_Middlemass
1053454,Brenda Blethyn,http://dbpedia.org/resource/Brenda_Blethyn
1045700,Peter Benson,http://dbpedia.org/resource/Peter_Benson_(actor)
1045699,Brenda Blethyn,http://dbpedia.org/resource/Brenda_Blethyn
1045699,Ian Saynor,http://dbpedia.org/resource/Ian_Saynor
1045691,Brenda Blethyn,http://dbpedia.org/resource/Brenda_Blethyn
1045691,Ian Saynor,http://dbpedia.org/resource/Ian_Saynor
1045685,John Benfield,http://dbpedia.org/resource/John_Benfield
1045684,Frank Middlemass,http://dbpedia.org/resource/Frank_Middlemass
1045697,Joseph O'Conor,http://shakespeare.acropolis.org.uk/people/Joseph+O'Conor
1045697,Mark Wing-Davey,http://dbpedia.org/resource/Mark_Wing-Davey
1045697,Peter Benson,http://dbpedia.org/resource/Peter_Benson_(actor)
1045697,Frank Middlemass,http://dbpedia.org/resource/Frank_Middlemass
1045689,Brenda Blethyn,http://dbpedia.org/resource/Brenda_Blethyn
1045689,Anthony Brown,http://shakespeare.acropolis.org.uk/people/Anthony+Brown
1045687,Trevor Peacock,http://dbpedia.org/resource/Trevor_Peacock
1045687,Derek Fuke,http://shakespeare.acropolis.org.uk/people/Derek+Fuke
1045695,Trevor Peacock,http://dbpedia.org/resource/Trevor_Peacock
1045692,Frank Middlemass,http://dbpedia.org/resource/Frank_Middlemass
1045692,David Burke,http://dbpedia.org/resource/David_Burke_(British_actor)
1045686,Trevor Peacock,http://dbpedia.org/resource/Trevor_Peacock
1045686,Mark Wing-Davey,http://dbpedia.org/resource/Mark_Wing-Davey
1045686,David Burke,http://dbpedia.org/resource/David_Burke_(British_actor)
1045686,Joseph O'Conor,http://shakespeare.acropolis.org.uk/people/Joseph+O'Conor
1045686,Bernard Hill,http://dbpedia.org/resource/Bernard_Hill
1045686,Brian Deacon,http://dbpedia.org/resource/Brian_Deacon
1045686,Paul Chapman,http://dbpedia.org/resource/Paul_Chapman_(actor)
1045698,David Dakar,http://shakespeare.acropolis.org.uk/people/David+Dakar
1045698,Mark Wing-Davey,http://dbpedia.org/resource/Mark_Wing-Davey
1045698,Bernard Hill,http://dbpedia.org/resource/Bernard_Hill
1045698,Paul Chapman,http://dbpedia.org/resource/Paul_Chapman_(actor)
1045698,Brian Deacon,http://dbpedia.org/resource/Brian_Deacon
1045698,David Burke,http://dbpedia.org/resource/David_Burke_(British_actor)
1045698,Joseph O'Conor,http://shakespeare.acropolis.org.uk/people/Joseph+O'Conor
1045698,Peter Benson,http://dbpedia.org/resource/Peter_Benson_(actor)
1045740,Mark Wing-Davey,http://dbpedia.org/resource/Mark_Wing-Davey
1045730,Rowena Cooper,http://dbpedia.org/resource/Rowena_Cooper
1045743,Tim Fuke,http://shakespeare.acropolis.org.uk/people/Tim+Fuke
1045743,Peter Benson,http://dbpedia.org/resource/Peter_Benson_(actor)
1045732,Brian Protheroe,http://dbpedia.org/resource/Brian_Protheroe
1045732,Mark Wing-Davey,http://dbpedia.org/resource/Mark_Wing-Davey
1045734,Antony Brown,http://shakespeare.acropolis.org.uk/people/Antony+Brown
1045728,David Dakar,http://shakespeare.acropolis.org.uk/people/David+Dakar
1045728,Julia Foster,http://dbpedia.org/resource/Julia_Foster
1045728,Nick Reding,http://dbpedia.org/resource/Nick_Reding_(actor)
1045737,Brian Protheroe,http://dbpedia.org/resource/Brian_Protheroe
1045735,Rowena Cooper,http://dbpedia.org/resource/Rowena_Cooper
1045726,Merelima Kendall,http://shakespeare.acropolis.org.uk/people/Merelima+Kendall
1045726,Antony Brown,http://shakespeare.acropolis.org.uk/people/Antony+Brown
1045726,Julia Foster,http://dbpedia.org/resource/Julia_Foster
1045741,Rowena Cooper,http://dbpedia.org/resource/Rowena_Cooper
1045741,Brian Protheroe,http://dbpedia.org/resource/Brian_Protheroe
1045736,Ron Cook,http://dbpedia.org/resource/Ron_Cook
1548571,Frank Middlemass,http://dbpedia.org/resource/Frank_Middlemass
1313386,David Daker,http://dbpedia.org/resource/David_Daker
1313386,Julia Foster,http://dbpedia.org/resource/Julia_Foster
1313386,Nick Reding,http://dbpedia.org/resource/Nick_Reding_(actor)
1313557,Peter Benson,http://dbpedia.org/resource/Peter_Benson_(actor)
1313557,Julia Foster,http://dbpedia.org/resource/Julia_Foster
1313557,Frank Middlemass,http://dbpedia.org/resource/Frank_Middlemass
871595,Anthony Quayle,http://dbpedia.org/resource/Anthony_Quayle
14714477,Christopher Guard,http://dbpedia.org/resource/Christopher_Guard
14714477,Dame Peggy Ashcroft,http://dbpedia.org/resource/Dame_Peggy_Ashcroft
14714477,James Laurenson,http://dbpedia.org/resource/James_Laurenson
7513328,David Warner,http://dbpedia.org/resource/David_Warner_(actor)
6731516,Robert Lang,http://dbpedia.org/resource/Robert_Lang_(actor)
6731516,Frank Windsor,http://dbpedia.org/resource/Frank_Windsor
6731516,Alan Rowe,http://dbpedia.org/resource/Alan_Rowe
2354934,Jack May,http://dbpedia.org/resource/Jack_May
2354934,Mary Morris,http://dbpedia.org/resource/Mary_Morris
2350966,Jerome Willis,http://dbpedia.org/resource/Jerome_Willis
2350966,Mary Morris,http://dbpedia.org/resource/Mary_Morris
2350966,Terry Wale,http://shakespeare.acropolis.org.uk/people/Terry+Wale
2350967,Mary Morris,http://dbpedia.org/resource/Mary_Morris
6731515,Jerome Willis,http://dbpedia.org/resource/Jerome_Willis
6731515,Terry Wale,http://shakespeare.acropolis.org.uk/people/Terry+Wale
6731513,Alexander Iden,http://shakespeare.acropolis.org.uk/people/Alexander+Iden
6731513,Esmond Knight,http://dbpedia.org/resource/Esmond_Knight
2350964,Esmond Knight,http://dbpedia.org/resource/Esmond_Knight
2350960,Alan Rowe,http://dbpedia.org/resource/Alan_Rowe
2350960,Jack May,http://dbpedia.org/resource/Jack_May
2350960,Tony Garnett,http://dbpedia.org/resource/Tony_Garnett
2350960,John Greenwood,http://shakespeare.acropolis.org.uk/people/John+Greenwood
2358969,Julian Glover,http://dbpedia.org/resource/Julian_Glover
2358969,Jack May,http://dbpedia.org/resource/Jack_May
2358969,Jeremy Bisley,http://shakespeare.acropolis.org.uk/people/Jeremy+Bisley
2358969,Frank Windsor,http://dbpedia.org/resource/Frank_Windsor
5375612,Eileen Atkins,http://dbpedia.org/resource/Eileen_Atkins
2354963,Frank Windsor,http://dbpedia.org/resource/Frank_Windsor
2354963,Jack May,http://dbpedia.org/resource/Jack_May
2354963,John Ringham,http://dbpedia.org/resource/John_Ringham
2354963,Terry Scully,http://dbpedia.org/resource/Terry_Scully
2354963,Bernard Finch,http://shakespeare.acropolis.org.uk/people/Bernard+Finch
2354963,Alan Rowe,http://dbpedia.org/resource/Alan_Rowe
4083612,Donald Sinden,http://dbpedia.org/resource/Donald_Sinden
21846507,Jeremy Kemp,http://dbpedia.org/resource/Jeremy_Kemp
775889,Barbara Kellerman,http://dbpedia.org/resource/Barbara_Kellerman
1067785,John Stride,http://dbpedia.org/resource/John_Stride
1067785,Ronald Pickup,http://dbpedia.org/resource/Ronald_Pickup
1067784,John Stride,http://dbpedia.org/resource/John_Stride
1067792,John Stride,http://dbpedia.org/resource/John_Stride
1067790,John Stride,http://dbpedia.org/resource/John_Stride
1067779,Timothy West,http://dbpedia.org/resource/Timothy_West
1067779,John Stride,http://dbpedia.org/resource/John_Stride
1067800,Timothy West,http://dbpedia.org/resource/Timothy_West
1067800,John Stride,http://dbpedia.org/resource/John_Stride
1067797,Timothy West,http://dbpedia.org/resource/Timothy_West
1067787,Barbara Kellerman,http://dbpedia.org/resource/Barbara_Kellerman
1067791,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
1067795,Peter Vaughan,http://dbpedia.org/resource/Peter_Vaughan
1067780,Timothy West,http://dbpedia.org/resource/Timothy_West
1061466,Leonard Rossiter,http://dbpedia.org/resource/Leonard_Rossiter
1061456,Leonard Rossiter,http://dbpedia.org/resource/Leonard_Rossiter
1061469,Mary Morris,http://dbpedia.org/resource/Mary_Morris
1061469,Leonard Rossiter,http://dbpedia.org/resource/Leonard_Rossiter
1061459,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
1061459,Luc Owen,http://shakespeare.acropolis.org.uk/people/Luc+Owen
1061452,Janet Maw,http://shakespeare.acropolis.org.uk/people/Janet+Maw
1061452,Leonard Rossiter,http://dbpedia.org/resource/Leonard_Rossiter
1061472,Richard Wordsworth,http://dbpedia.org/resource/Richard_Wordsworth
1061463,Mary Morris,http://dbpedia.org/resource/Mary_Morris
1061463,Rusty Livingstone,http://shakespeare.acropolis.org.uk/people/Rusty+Livingstone
1061449,Leonard Rossiter,http://dbpedia.org/resource/Leonard_Rossiter
1061479,Janet Maw,http://shakespeare.acropolis.org.uk/people/Janet+Maw
1061477,John Thaw,http://dbpedia.org/resource/John_Thaw
1079227,Charles Kay,http://dbpedia.org/resource/Charles_Kay
1079294,John Castle,http://dbpedia.org/resource/John_Castle
1079287,John Flint,http://shakespeare.acropolis.org.uk/people/John+Flint
1079313,Gorden Kaye,http://dbpedia.org/resource/Gorden_Kaye
1079231,Jonathan Coy,http://dbpedia.org/resource/Jonathan_Coy
1079310,Jonathan Coy,http://dbpedia.org/resource/Jonathan_Coy
1079310,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
1079310,Luc Owen,http://shakespeare.acropolis.org.uk/people/Luc+Owen
1079259,Edward Hibbert,http://dbpedia.org/resource/Edward_Hibbert
1079236,Edward Hibbert,http://dbpedia.org/resource/Edward_Hibbert
1079236,Phyllida Law,http://dbpedia.org/resource/Phyllida_Law
1079234,George Costigan,http://dbpedia.org/resource/George_Costigan
1079234,Phyllida Law,http://dbpedia.org/resource/Phyllida_Law
1079234,Edward Hibbert,http://dbpedia.org/resource/Edward_Hibbert
1079257,Jonathan Coy,http://dbpedia.org/resource/Jonathan_Coy
1079257,Charles Kay,http://dbpedia.org/resource/Charles_Kay
1079257,Leonard Rossiter,http://dbpedia.org/resource/Leonard_Rossiter
1079245,Luc Owen,http://shakespeare.acropolis.org.uk/people/Luc+Owen
1079318,George Costigan,http://dbpedia.org/resource/George_Costigan
1079318,John Flint,http://shakespeare.acropolis.org.uk/people/John+Flint
1079318,John Thaw,http://dbpedia.org/resource/John_Thaw
1079318,Leonard Rossiter,http://dbpedia.org/resource/Leonard_Rossiter
21568474,Donald Wolfit,http://dbpedia.org/resource/Donald_Wolfit
21568474,Joseph O'Conor,http://shakespeare.acropolis.org.uk/people/Joseph+O'Conor
21568474,Una Venning,http://shakespeare.acropolis.org.uk/people/Una+Venning
21568474,Sonia Dresdel,http://dbpedia.org/resource/Sonia_Dresdel
21568474,Maurice Colbourne,http://dbpedia.org/resource/Maurice_Colbourne
21568474,Richard Bebb,http://dbpedia.org/resource/Richard_Bebb
21568474,Jusith Stott,http://shakespeare.acropolis.org.uk/people/Jusith+Stott
21568474,Roderick Lovell,http://shakespeare.acropolis.org.uk/people/Roderick+Lovell
21568471,Donald Wolfit,http://dbpedia.org/resource/Donald_Wolfit
21568471,Roderick Lovell,http://shakespeare.acropolis.org.uk/people/Roderick+Lovell
21568471,Cavan Malone,http://shakespeare.acropolis.org.uk/people/Cavan+Malone
21568471,Maurice Colbourne,http://dbpedia.org/resource/Maurice_Colbourne
21568477,Donald Wolfit,http://dbpedia.org/resource/Donald_Wolfit
21568477,William Devlin,http://dbpedia.org/resource/William_Devlin_(actor)
1045812,Norman Rodway,http://dbpedia.org/resource/Norman_Rodway
1045810,Edward Petherbridge,http://dbpedia.org/resource/Edward_Petherbridge
1045800,Edita Brychta,http://dbpedia.org/resource/Edita_Brychta
1045799,Nick Brimble,http://dbpedia.org/resource/Nick_Brimble
1045799,Amanda Redman,http://dbpedia.org/resource/Amanda_Redman
1045806,Annette Crosbie,http://dbpedia.org/resource/Annette_Crosbie
1045809,Patrick Godfrey,http://dbpedia.org/resource/Patrick_Godfrey
1045809,Toby Salaman,http://www.wikidata.org/entity/Q2438234
1045815,John Woodvine,http://dbpedia.org/resource/John_Woodvine
1045813,Patrick Godfrey,http://dbpedia.org/resource/Patrick_Godfrey
1045813,Amanda Redman,http://dbpedia.org/resource/Amanda_Redman
1045813,Patrick Ryecart,http://dbpedia.org/resource/Patrick_Ryecart
1045813,Mike Gwilym,http://dbpedia.org/resource/Mike_Gwilym
1045813,Juliet Stephenson,http://shakespeare.acropolis.org.uk/people/Juliet+Stephenson
1045802,Mike Gwilym,http://dbpedia.org/resource/Mike_Gwilym
1045808,John Woodvine,http://dbpedia.org/resource/John_Woodvine
1045808,Edita Brychta,http://dbpedia.org/resource/Edita_Brychta
1045808,Mike Gwilym,http://dbpedia.org/resource/Mike_Gwilym
1045803,Mike Gwilym,http://dbpedia.org/resource/Mike_Gwilym
1045804,Elayne Sharling,http://shakespeare.acropolis.org.uk/people/Elayne+Sharling
1045804,Mike Gwilym,http://dbpedia.org/resource/Mike_Gwilym
7511982,Mark Rylance,http://dbpedia.org/resource/Mark_Rylance
1089650,John Gielgud,http://dbpedia.org/resource/John_Gielgud
1089642,Jon Finch,http://dbpedia.org/resource/Jon_Finch
1089647,Janet Maw,http://shakespeare.acropolis.org.uk/people/Janet+Maw
1089645,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
1089645,Janet Maw,http://shakespeare.acropolis.org.uk/people/Janet+Maw
1089641,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
1089646,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
1089652,John Gielgud,http://dbpedia.org/resource/John_Gielgud
1089644,Wendy Hiller,http://dbpedia.org/resource/Wendy_Hiller
1089651,Mary Morris,http://dbpedia.org/resource/Mary_Morris
1089640,Jon Finch,http://dbpedia.org/resource/Jon_Finch
1089640,John Gielgud,http://dbpedia.org/resource/John_Gielgud
1089637,Janet Maw,http://shakespeare.acropolis.org.uk/people/Janet+Maw
1089637,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
1089649,Jon Finch,http://dbpedia.org/resource/Jon_Finch
1089655,Charles Gray,http://dbpedia.org/resource/Charles_Gray_(actor)
1089661,Charles Gray,http://dbpedia.org/resource/Charles_Gray_(actor)
1089661,Janet Maw,http://shakespeare.acropolis.org.uk/people/Janet+Maw
1089638,Jon Finch,http://dbpedia.org/resource/Jon_Finch
1089638,Charles Gray,http://dbpedia.org/resource/Charles_Gray_(actor)
1089638,Wendy Hiller,http://dbpedia.org/resource/Wendy_Hiller
1089638,Charles Keating,http://dbpedia.org/resource/Charles_Keating_(actor)
6731896,Kenneth Farrington,http://dbpedia.org/resource/Kenneth_Farrington
6731896,Jane Wenham,http://dbpedia.org/resource/Jane_Wenham_(actress)
6731896,Leon Shepperdson,http://shakespeare.acropolis.org.uk/people/Leon+Shepperdson
6731896,Paul Daneman,http://dbpedia.org/resource/Paul_Daneman
1963321,David William,http://dbpedia.org/resource/David_William
1963321,Noel Johnson,http://dbpedia.org/resource/Noel_Johnson
1963321,Tom Fleming,http://dbpedia.org/resource/Tom_Fleming_(actor)
6731498,David William,http://dbpedia.org/resource/David_William
1963316,Edgar Wreford,http://dbpedia.org/resource/Edgar_Wreford
1963316,David William,http://dbpedia.org/resource/David_William
1963319,David William,http://dbpedia.org/resource/David_William
21995954,Alan Wheatley,http://dbpedia.org/resource/Alan_Wheatley
21995954,Brian Nissen,http://dbpedia.org/resource/Brian_Nissen
21335853,Alan Wheatley,http://dbpedia.org/resource/Alan_Wheatley
21335853,Clement McCallin,http://dbpedia.org/resource/Clement_McCallin
21335853,Henry Oscar,http://dbpedia.org/resource/Henry_Oscar
21335638,Henry Oscar,http://dbpedia.org/resource/Henry_Oscar
21335638,Clement McCallin,http://dbpedia.org/resource/Clement_McCallin
1689230,Ian McKellen,http://dbpedia.org/resource/Ian_McKellen
1689230,Timothy West,http://dbpedia.org/resource/Timothy_West
1689235,Ian McKellen,http://dbpedia.org/resource/Ian_McKellen
1689235,Luke Hardy,http://shakespeare.acropolis.org.uk/people/Luke+Hardy
1689232,Ian McKellen,http://dbpedia.org/resource/Ian_McKellen
1689228,Ian McKellen,http://dbpedia.org/resource/Ian_McKellen
1806488,Lucy Fleming,http://dbpedia.org/resource/Lucy_Fleming
1806488,Ian McKellen,http://dbpedia.org/resource/Ian_McKellen
18064881,Ian McKellen,http://dbpedia.org/resource/Ian_McKellen
18303431,Ron Cook,http://dbpedia.org/resource/Ron_Cook
18303431,Dorian Ford,http://shakespeare.acropolis.org.uk/people/Dorian+Ford
18303431,Zoe Wannamaker,http://shakespeare.acropolis.org.uk/people/Zoe+Wannamaker
18303381,Patsy Kensit,http://dbpedia.org/resource/Patsy_Kensit
18303381,Annette Crosbie,http://dbpedia.org/resource/Annette_Crosbie
1830343,Patsy Kensit,http://dbpedia.org/resource/Patsy_Kensit
1830343,Ron Cook,http://dbpedia.org/resource/Ron_Cook
1830343,Michael Byrne,http://dbpedia.org/resource/Michael_Byrne_(actor)
785530,Ron Cook,http://dbpedia.org/resource/Ron_Cook
785528,Rowena Cooper,http://dbpedia.org/resource/Rowena_Cooper
785525,Julia Foster,http://dbpedia.org/resource/Julia_Foster
785526,Zoe Wannamaker,http://shakespeare.acropolis.org.uk/people/Zoe+Wannamaker
785531,Dorian Ford,http://shakespeare.acropolis.org.uk/people/Dorian+Ford
785531,Zoe Wannamaker,http://shakespeare.acropolis.org.uk/people/Zoe+Wannamaker
18303375,Dorian Ford,http://shakespeare.acropolis.org.uk/people/Dorian+Ford
18303383,Annette Crosbie,http://dbpedia.org/resource/Annette_Crosbie
1830124,Michael Byrne,http://dbpedia.org/resource/Michael_Byrne_(actor)
1830124,Ron Cook,http://dbpedia.org/resource/Ron_Cook
1830124,Rowena Cooper,http://dbpedia.org/resource/Rowena_Cooper
18301253,Michael Byrne,http://dbpedia.org/resource/Michael_Byrne_(actor)
18301253,Arthur Cox,http://dbpedia.org/resource/Arthur_Cox_(actor)
18301244,Ron Cook,http://dbpedia.org/resource/Ron_Cook
18301244,Zoe Wannamaker,http://shakespeare.acropolis.org.uk/people/Zoe+Wannamaker
4761682,Dorian Ford,http://shakespeare.acropolis.org.uk/people/Dorian+Ford
4761682,Zoe Wannamaker,http://shakespeare.acropolis.org.uk/people/Zoe+Wannamaker
4761681,Ron Cook,http://dbpedia.org/resource/Ron_Cook
4761681,Zoe Wannamaker,http://shakespeare.acropolis.org.uk/people/Zoe+Wannamaker
18303432,Ron Cook,http://dbpedia.org/resource/Ron_Cook
